Date,Mkt-RF,SMB,HML,RF
19921228,-0.86,0.21,0.19,0.01
19921229,0.18,0.12,-0.02,0.01
19921230,-0.25,0.67,0.16,0.01
19921231,-0.09,0.73,0,0.01
19930101,0,0,0.01,0.01
19930104,-0.52,-0.19,0.2,0.01
19930105,0.39,0.21,0.24,0.01
19930106,-0.29,0.39,0.3,0.01
19930107,-0.41,0.46,0.21,0.01
19930108,-0.52,0.23,-0.03,0.01
19930111,0.22,0.23,0.09,0.01
19930112,-0.18,-0.01,0.08,0.01
19930113,-0.08,0.09,-0.04,0.01
19930114,0.39,-0.04,0.12,0.01
19930115,0.13,0.05,0.13,0.01
19930118,0.48,0.02,0.49,0.01
19930119,0.02,0.1,0.69,0.01
19930120,-0.07,0.4,0.23,0.01
19930121,-0.1,-0.18,-0.11,0.01
19930122,0.26,0.1,0.23,0.01
19930125,0.72,0.25,-0.11,0.01
19930126,0.25,-0.04,0.18,0.01
19930127,-0.58,-0.2,0.35,0.01
19930128,0.53,-0.47,-0.1,0.01
19930129,-0.31,0.18,0.05,0.01
19930201,0.11,-0.27,0.08,0.01
19930202,0.03,0.23,0.21,0.01
19930203,0.67,-0.14,-0.07,0.01
19930204,0.17,-0.03,0.46,0.01
19930205,0.33,-0.32,0.59,0.01
19930208,0.09,0.09,0.27,0.01
19930209,-0.17,0.12,0.2,0.01
19930210,-0.03,0.03,-0.06,0.01
19930211,0.22,0.06,0.04,0.01
19930212,-0.18,0.05,0.26,0.01
19930215,0.23,-0.22,0,0.01
19930216,-0.79,0.06,0.49,0.01
19930217,-0.09,-0.46,0.23,0.01
19930218,0.23,0.3,0.1,0.01
19930219,0.4,-0.04,0.56,0.01
19930222,0.45,-0.52,0.94,0.01
19930223,-0.4,0.19,-0.24,0.01
19930224,0.08,-0.11,-0.55,0.01
19930225,0.18,-0.06,0.05,0.01
19930226,0.32,-0.22,-0.01,0.01
19930301,0.03,0.1,0.13,0.01
19930302,0.89,-0.27,-0.34,0.01
19930303,0.53,0.14,-0.18,0.01
19930304,-0.25,0.39,0.06,0.01
19930305,-0.39,0.12,-0.02,0.01
19930308,2.07,-1.23,-0.05,0.01
19930309,0.17,-0.03,0.23,0.01
19930310,0.24,-0.08,0.05,0.01
19930311,-0.05,0.29,0.16,0.01
19930312,-0.53,0.54,-0.05,0.01
19930315,0,0.16,-0.17,0.01
19930316,0.31,0.18,0.09,0.01
19930317,-0.05,-0.13,0.39,0.01
19930318,1.91,-0.72,0.14,0.01
19930319,-0.1,0.14,0.31,0.01
19930322,-0.29,-0.11,0.19,0.01
19930323,-0.39,0.15,0.17,0.01
19930324,-0.49,0.15,0.08,0.01
19930325,0.66,-0.19,0.07,0.01
19930326,0.75,0.24,0.78,0.01
19930329,0.78,-0.18,0.19,0.01
19930330,0.35,0.2,-0.23,0.01
19930331,0.37,0.45,-0.25,0.01
19930401,1.01,-0.5,-0.3,0.01
19930402,0.1,-0.52,0.4,0.01
19930405,0.5,-0.33,0.62,0.01
19930406,-0.81,0.17,0.65,0.01
19930407,0.79,-0.51,0.42,0.01
19930408,0.43,-0.03,0.44,0.01
19930409,0,0.51,0.01,0.01
19930412,0.66,-0.21,-0.14,0.01
19930413,1.39,-0.4,0.21,0.01
19930414,-0.43,0.66,0.48,0.01
19930415,-0.21,0.37,0.13,0.01
19930416,-0.4,0.35,0.4,0.01
19930419,0.33,0.04,-0.13,0.01
19930420,-0.16,0.29,-0.33,0.01
19930421,-0.43,0.39,-0.21,0.01
19930422,-0.1,0.35,0.03,0.01
19930423,-0.16,0.15,-0.14,0.01
19930426,-0.09,0.02,-0.02,0.01
19930427,0.41,-0.68,-0.32,0.01
19930428,0.45,0.16,0.55,0.01
19930429,0.1,0.2,-0.11,0.01
19930430,0.85,0.05,0.15,0.01
19930503,0.28,-0.07,-0.14,0.01
19930504,0.47,0.22,-0.17,0.01
19930505,0.06,0.22,-0.22,0.01
19930506,-0.06,0.71,0.02,0.01
19930507,-0.21,0.41,-0.27,0.01
19930510,-0.38,-0.07,-0.23,0.01
19930511,0.33,0.6,0.11,0.01
19930512,-0.41,0.56,0.27,0.01
19930513,-0.54,0.42,0.36,0.01
19930514,0.42,0.25,-0.38,0.01
19930517,-0.11,-0.11,-0.26,0.01
19930518,-0.45,0.25,0.1,0.01
19930519,0.85,-0.42,-0.37,0.01
19930520,0.34,-0.06,-0.25,0.01
19930521,0.04,0.25,0.2,0.01
19930524,0,0.04,0.05,0.01
19930525,0.89,0.03,-0.01,0.01
19930526,1.09,-0.2,-0.24,0.01
19930527,0.92,0.32,-0.06,0.01
19930528,0.05,0.52,0,0.01
19930531,-0.47,0.29,0.04,0.01
19930601,0.26,-0.1,-0.04,0.01
19930602,-0.01,-0.05,0.14,0.01
19930603,0.51,-0.17,0.29,0.01
19930604,-1.03,0.47,0.18,0.01
19930607,0.14,0,-0.13,0.01
19930608,-0.32,-0.11,0.07,0.01
19930609,0.15,-0.19,0.08,0.01
19930610,0.11,-0.1,-0.27,0.01
19930611,0.21,-0.15,-0.08,0.01
19930614,0.46,-0.23,-0.29,0.01
19930615,-1.48,0.23,0,0.01
19930616,-0.59,-0.35,0.23,0.01
19930617,-0.27,-0.07,-0.03,0.01
19930618,-1.34,0.35,0.4,0.01
19930621,-1.37,-0.35,0.35,0.01
19930622,0.27,-0.43,0.12,0.01
19930623,0.55,0.04,-0.22,0.01
19930624,0.59,-0.22,-0.31,0.01
19930625,0.9,0.19,-0.18,0.01
19930628,1.07,-0.29,0.07,0.01
19930629,-0.37,0.55,-0.06,0.01
19930630,-0.5,0.08,0.08,0.01
19930701,0.54,-0.04,0.19,0.01
19930702,-0.95,0.66,-0.09,0.01
19930705,-0.23,0.01,-0.01,0.01
19930706,-0.2,0.04,0.19,0.01
19930707,0.24,-0.27,0.17,0.01
19930708,0.39,-0.47,-0.05,0.01
19930709,-0.24,-0.08,0.05,0.01
19930712,0.23,-0.22,0.01,0.01
19930713,1,-0.32,-0.1,0.01
19930714,0.45,0.16,-0.27,0.01
19930715,-0.46,0.15,0.28,0.01
19930716,0.2,-0.19,0.58,0.01
19930719,-0.31,0.13,0.21,0.01
19930720,0.07,0.11,-0.16,0.01
19930721,-0.11,-0.06,0.02,0.01
19930722,0.41,-0.41,0.05,0.01
19930723,-0.83,0.33,-0.13,0.01
19930726,0.55,-0.41,0.09,0.01
19930727,0.26,-0.3,0.05,0.01
19930728,0.16,0.32,0.09,0.01
19930729,0.67,-0.76,-0.01,0.01
19930730,0.42,0.1,0.16,0.01
19930802,0.75,0.02,-0.11,0.01
19930803,0.19,0.22,0.09,0.01
19930804,0.21,-0.05,0.11,0.01
19930805,-0.11,0.04,0,0.01
19930806,0.16,0.13,0.16,0.01
19930809,0.12,-0.14,0.12,0.01
19930810,-0.23,0.12,0.25,0.01
19930811,0.86,-0.41,0.18,0.01
19930812,0.31,-0.02,0.34,0.01
19930813,0.39,0.03,0.21,0.01
19930816,0.8,-0.04,-0.23,0.01
19930817,0.24,-0.02,-0.21,0.01
19930818,0.51,0.35,-0.17,0.01
19930819,-1.57,0.79,-0.06,0.01
19930820,0.41,0.14,0.19,0.01
19930823,-0.23,0,-0.02,0.01
19930824,0.12,-0.01,-0.07,0.01
19930825,-0.16,0,0.39,0.01
19930826,0.57,-0.12,0.06,0.01
19930827,0.55,-0.1,-0.03,0.01
19930830,0.21,-0.14,0.08,0.01
19930831,0.19,0.02,-0.19,0.01
19930901,-0.22,0.38,-0.06,0.01
19930902,-0.15,0.3,-0.15,0.01
19930903,0.78,0.11,0.11,0.01
19930906,0.01,0.14,0.03,0.01
19930907,-0.45,0.08,0.12,0.01
19930908,-0.87,-0.01,0.09,0.01
19930909,0.22,0.2,0.18,0.01
19930910,0.18,0.11,-0.08,0.01
19930913,0.15,-0.34,0.21,0.01
19930914,-0.38,-0.09,0.15,0.01
19930915,-0.01,0.26,-0.19,0.01
19930916,-0.21,0.14,-0.08,0.01
19930917,-0.22,0.03,-0.02,0.01
19930920,-0.4,0.3,0.17,0.01
19930921,-0.95,-0.3,-0.05,0.01
19930922,-0.07,0.19,-0.24,0.01
19930923,0.22,0.02,-0.22,0.01
19930924,0.1,0,0.09,0.01
19930927,0.38,-0.08,0.14,0.01
19930928,0.59,-0.14,0.1,0.01
19930929,-0.21,0.22,0.05,0.01
19930930,-0.43,0.31,-0.08,0.01
19931001,0.5,-0.3,0.06,0.01
19931004,0.34,-0.11,0,0.01
19931005,0.19,-0.12,0.06,0.01
19931006,0.64,-0.04,0.02,0.01
19931007,-0.08,0.24,0.04,0.01
19931008,0.2,0.04,0.04,0.01
19931011,0.1,0.19,-0.1,0.01
19931012,0.09,0.25,-0.2,0.01
19931013,-0.17,0.23,-0.15,0.01
19931014,-0.14,-0.03,-0.58,0.01
19931015,0.64,-0.37,-0.17,0.01
19931018,-0.4,-0.1,0,0.01
19931019,-0.37,-0.2,0.32,0.01
19931020,0.09,-0.17,0.1,0.01
19931021,-0.42,0.04,-0.05,0.01
19931022,0.23,-0.36,0.17,0.01
19931025,-0.11,-0.2,-0.12,0.01
19931026,-0.43,0.22,0.06,0.01
19931027,-0.31,0.4,-0.23,0.01
19931028,0.06,0.31,-0.05,0.01
19931029,0.44,-0.24,-0.06,0.01
19931101,0.1,0.1,0,0.01
19931102,0.08,0.04,-0.12,0.01
19931103,-0.3,0.36,-0.09,0.01
19931104,-1.24,0.28,0.01,0.01
19931105,-0.79,0,-0.26,0.01
19931108,0.31,-0.23,0.02,0.01
19931109,-0.75,0.5,-0.1,0.01
19931110,0.32,-0.2,-0.18,0.01
19931111,0.18,-0.03,-0.11,0.01
19931112,1.14,-0.51,-0.06,0.01
19931115,-0.93,0.38,0.05,0.01
19931116,0.19,-0.53,-0.1,0.01
19931117,-0.25,0.04,0.31,0.01
19931118,-0.18,-0.34,0.06,0.01
19931119,-0.84,0.34,0.01,0.01
19931122,-1.55,0.58,0.1,0.01
19931123,0.17,-0.17,-0.22,0.01
19931124,-0.2,0.34,-0.04,0.01
19931125,0.16,-0.42,0.23,0.01
19931126,-0.98,0.54,0.15,0.01
19931129,-1.54,1.05,0.23,0.01
19931130,0.49,-0.47,-0.01,0.01
19931201,1.85,-1.04,-0.1,0.01
19931202,0.68,0.1,0.1,0.01
19931203,0.32,0.05,-0.12,0.01
19931206,-0.08,0.55,0.14,0.01
19931207,0.19,-0.43,0.26,0.01
19931208,-0.61,0.48,0.18,0.01
19931209,0.82,-0.66,0.18,0.01
19931210,0.27,-0.03,0.38,0.01
19931213,0.17,-0.34,0.19,0.01
19931214,-0.78,0.35,0.13,0.01
19931215,-0.22,0.11,-0.04,0.01
19931216,0.91,-0.2,0.03,0.01
19931217,0.64,-0.31,0.01,0.01
19931220,-0.67,0.49,0.32,0.01
19931221,-0.27,-0.03,0.25,0.01
19931222,0.64,-0.27,0.08,0.01
19931223,0.38,0.19,0.02,0.01
19931224,-0.37,0.33,-0.02,0.01
19931227,-0.18,0.21,0.19,0.01
19931228,0.55,-0.3,0.02,0.01
19931229,-0.36,0.21,-0.18,0.01
19931230,0.15,-0.04,0.13,0.01
19931231,-0.07,0.74,-0.03,0.01
19940103,-0.18,0.12,0.37,0.01
19940104,0.44,0.28,0.14,0.01
19940105,0.22,0.3,0.09,0.01
19940106,0.08,0.24,-0.14,0.01
19940107,0.86,-0.13,0.1,0.01
19940110,0.76,-0.18,0.05,0.01
19940111,-0.21,0.28,0.33,0.01
19940112,0.04,0.37,0.06,0.01
19940113,-0.48,0.34,-0.03,0.01
19940114,0.98,-0.36,0.17,0.01
19940117,-0.05,0.53,0.33,0.01
19940118,0.3,0.24,0,0.01
19940119,0.64,-0.17,0,0.01
19940120,0.25,0,-0.06,0.01
19940121,0.08,-0.18,-0.16,0.01
19940124,-1.41,0.79,0.34,0.01
19940125,0.46,-0.3,0.18,0.01
19940126,0.94,-0.5,0.07,0.01
19940127,0.75,0.01,0.26,0.01
19940128,-0.34,0.05,0.26,0.01
19940131,2.98,-1.47,0.58,0.01
19940201,0.4,0.18,0.15,0.01
19940202,-0.12,0.33,0.15,0.01
19940203,-0.59,0.36,0.03,0.01
19940204,-1.38,0.17,0.34,0.01
19940207,-0.47,-0.2,-0.34,0.01
19940208,0.28,0.34,0.29,0.01
19940209,-0.11,0.41,-0.02,0.01
19940210,-0.11,0.08,0,0.01
19940211,0.03,-0.29,-0.13,0.01
19940214,1.13,-0.21,-0.02,0.01
19940215,-0.86,0.34,-0.31,0.01
19940216,0.32,0.31,0.05,0.01
19940217,-0.28,0.16,0.25,0.01
19940218,-0.28,0.3,0.11,0.01
19940221,-0.75,0.02,-0.19,0.01
19940222,0.52,-0.18,0.07,0.01
19940223,0.19,-0.14,-0.02,0.01
19940224,-0.13,-0.15,-0.02,0.01
19940225,0.14,-0.16,0.01,0.01
19940228,0.92,-0.25,0.11,0.01
19940301,-0.38,0.11,-0.07,0.01
19940302,-0.85,0.22,-0.17,0.01
19940303,-0.19,0.17,0.06,0.01
19940304,0.17,-0.16,0.11,0.01
19940307,0.28,0.12,0.33,0.01
19940308,0.12,0.03,0.08,0.01
19940309,-0.24,0.32,0.03,0.01
19940310,0.24,-0.08,0.4,0.01
19940311,-0.01,0.08,0.03,0.01
19940314,0.37,-0.37,0.24,0.01
19940315,0.15,-0.03,0,0.01
19940316,0.42,0.11,0.07,0.01
19940317,0.04,0.05,-0.15,0.01
19940318,-0.47,0.31,-0.21,0.01
19940321,-0.47,-0.1,-0.02,0.01
19940322,-0.19,0.22,0.22,0.01
19940323,-0.12,0.28,0.21,0.01
19940324,-0.02,-0.24,0.12,0.01
19940325,-0.56,0.3,-0.13,0.01
19940328,0.25,-0.89,0.39,0.01
19940329,-0.88,0.07,0.13,0.01
19940330,-0.94,-0.09,0.16,0.01
19940331,-0.46,0.19,0.11,0.01
19940401,-0.38,0,-0.1,0.01
19940404,-0.81,-0.1,0.21,0.01
19940405,0.99,-0.3,-0.69,0.01
19940406,0.52,0.14,0.33,0.01
19940407,0.45,-0.07,0,0.01
19940408,-0.3,0.24,0.23,0.01
19940411,0.93,-0.5,0.48,0.01
19940412,-0.32,0.33,0.41,0.01
19940413,0.15,-0.37,0.13,0.01
19940414,-0.34,0.14,0.17,0.01
19940415,0.5,-0.34,0.05,0.01
19940418,-0.12,0,0.1,0.01
19940419,-0.39,-0.15,-0.03,0.01
19940420,-0.55,0.16,0.26,0.01
19940421,0.17,-0.02,-0.4,0.01
19940422,0.55,0.05,-0.01,0.01
19940425,0.2,0.28,-0.05,0.01
19940426,0.39,0.07,0.12,0.01
19940427,0.33,-0.17,0.09,0.01
19940428,0.26,0.32,-0.09,0.01
19940429,0.09,0.11,0,0.01
19940502,0.06,0,-0.18,0.01
19940503,0.05,0.06,-0.16,0.01
19940504,-0.8,0.23,-0.16,0.01
19940505,-0.42,-0.09,0,0.01
19940506,0.34,-0.32,0.35,0.01
19940509,-0.77,0.38,0.02,0.01
19940510,-0.18,-0.4,-0.03,0.01
19940511,0.14,-0.32,0.33,0.01
19940512,0.41,-0.23,-0.03,0.01
19940513,-0.11,0.01,0.36,0.01
19940516,0.03,-0.08,0.06,0.01
19940517,0.36,-0.41,0.28,0.01
19940518,1,-0.11,0.28,0.01
19940519,-0.18,0.2,-0.16,0.01
19940520,0.17,-0.04,0.09,0.01
19940523,0.01,-0.06,-0.07,0.01
19940524,-0.28,0.01,-0.09,0.01
19940525,-0.05,-0.05,0.1,0.01
19940526,-0.22,0.08,0,0.01
19940527,0.38,-0.12,0.15,0.01
19940530,-0.01,-0.13,0.18,0.01
19940531,-0.11,-0.05,0.04,0.01
19940601,0.17,-0.17,0.29,0.01
19940602,-0.19,0.21,-0.22,0.01
19940603,-0.19,-0.1,-0.15,0.01
19940606,-0.04,0.13,0.23,0.01
19940607,0.48,-0.44,-0.04,0.01
19940608,0.31,-0.4,0.44,0.01
19940609,0.12,-0.13,0.11,0.01
19940610,0.12,0.24,0.02,0.01
19940613,0.44,-0.06,0.2,0.01
19940614,-0.04,-0.12,-0.2,0.01
19940615,-0.19,0.42,-0.04,0.01
19940616,-0.39,0.11,-0.29,0.01
19940617,0.33,0.25,0.17,0.01
19940620,-0.92,0.22,-0.12,0.01
19940621,-0.32,-0.17,0.04,0.01
19940622,-0.42,-0.13,0.29,0.01
19940623,0.39,-0.47,0.53,0.01
19940624,-0.5,0.34,0.26,0.01
19940627,-0.28,-0.43,-0.34,0.01
19940628,0.75,-0.35,0.08,0.01
19940629,0.53,-0.19,0.14,0.01
19940630,-0.06,0.53,-0.12,0.01
19940701,-0.34,0.11,0.04,0.01
19940704,0.31,-0.22,0.17,0.01
19940705,0.31,-0.2,0.28,0.01
19940706,-0.34,0.29,0.14,0.01
19940707,0.35,-0.2,0.02,0.01
19940708,0.25,0.05,-0.11,0.01
19940711,0.6,0.03,0.23,0.01
19940712,-0.12,0.15,-0.08,0.01
19940713,0.03,-0.06,-0.16,0.01
19940714,0.47,-0.33,-0.1,0.01
19940715,0.6,-0.14,0.12,0.01
19940718,-0.03,0.04,-0.01,0.01
19940719,-0.5,0.06,0.12,0.01
19940720,0.1,-0.05,0.24,0.01
19940721,-0.67,0.08,-0.04,0.01
19940722,-0.08,-0.03,0.13,0.01
19940725,-0.04,0.06,-0.12,0.01
19940726,0.1,-0.07,-0.07,0.01
19940727,-0.31,0.19,0.02,0.01
19940728,-0.55,-0.12,-0.17,0.01
19940729,0.99,-0.13,-0.01,0.01
19940801,0.44,-0.2,0.09,0.02
19940802,0.45,-0.4,0.11,0.02
19940803,0.18,0.12,0.15,0.02
19940804,-0.43,0.19,0.02,0.02
19940805,0.02,0.17,-0.11,0.02
19940808,-0.22,-0.08,-0.04,0.02
19940809,-0.1,0.19,-0.2,0.02
19940810,0.19,-0.12,-0.33,0.02
19940811,0.35,0.07,-0.2,0.02
19940812,-0.1,0.29,-0.38,0.02
19940815,-0.14,0.15,0.02,0.02
19940816,0.16,-0.25,-0.14,0.02
19940817,0.6,-0.16,-0.27,0.02
19940818,0.38,-0.03,-0.01,0.02
19940819,-0.31,0.33,0.06,0.02
19940822,0.12,0.2,-0.08,0.02
19940823,-0.02,0.01,-0.21,0.02
19940824,0,-0.19,-0.23,0.02
19940825,-0.04,0.2,0.07,0.02
19940826,-0.18,-0.34,-0.37,0.02
19940829,0.62,-0.25,0.12,0.02
19940830,0.24,-0.05,-0.02,0.02
19940831,-0.09,0.19,0.08,0.02
19940901,-0.13,0.13,0.06,0.02
19940902,0.38,0.09,0.33,0.02
19940905,-0.64,0.46,-0.05,0.02
19940906,0.05,-0.05,-0.03,0.02
19940907,-0.79,0.55,-0.01,0.02
19940908,-0.01,0.12,-0.21,0.02
19940909,-0.06,0.34,0.12,0.02
19940912,-0.36,0.03,-0.21,0.02
19940913,0.33,-0.22,-0.05,0.02
19940914,-0.37,0.22,-0.13,0.02
19940915,0.37,-0.25,-0.08,0.02
19940916,-0.18,0.43,0.06,0.02
19940919,-0.3,0.02,-0.17,0.02
19940920,-0.11,-0.17,0.03,0.02
19940921,-0.28,-0.16,0.08,0.02
19940922,-0.28,0.08,0,0.02
19940923,0.05,-0.1,0.18,0.02
19940926,-0.46,0.03,-0.07,0.02
19940927,0.12,0.06,0,0.02
19940928,0.06,-0.26,-0.1,0.02
19940929,-0.07,0.14,0.05,0.02
19940930,-0.19,0.39,-0.08,0.02
19941003,-0.46,0.01,-0.06,0.02
19941004,-0.59,0.02,0.4,0.02
19941005,-0.36,-0.24,-0.33,0.02
19941006,-0.2,0.06,0.11,0.02
19941007,-0.06,-0.04,0.09,0.02
19941010,0.72,-0.42,-0.01,0.02
19941011,0.83,-0.47,-0.44,0.02
19941012,0.67,-0.16,-0.21,0.02
19941013,0.73,-0.35,0.21,0.02
19941014,0.21,0.12,0.17,0.02
19941017,0.34,0.23,0.1,0.02
19941018,-0.32,0.1,0.03,0.02
19941019,0.05,0.15,-0.22,0.02
19941020,0.19,-0.2,0.07,0.02
19941021,-0.77,0.36,0,0.02
19941024,-0.17,0.07,0.16,0.02
19941025,-0.43,0.01,-0.1,0.02
19941026,0.21,-0.11,-0.04,0.02
19941027,0.22,-0.2,-0.12,0.02
19941028,0.6,-0.51,-0.02,0.02
19941031,0.69,-0.29,0.09,0.02
19941101,-0.25,0.15,0.04,0.02
19941102,-1.08,0.68,-0.28,0.02
19941103,0.12,-0.24,0.06,0.02
19941104,-0.17,0.17,0.14,0.02
19941107,-0.57,0.04,-0.03,0.02
19941108,0.26,-0.24,-0.13,0.02
19941109,-0.61,-0.08,-0.02,0.02
19941110,-0.34,0.01,0.23,0.02
19941111,-0.36,-0.02,-0.07,0.02
19941114,-0.07,-0.21,-0.27,0.02
19941115,0.02,-0.18,-0.04,0.02
19941116,0.17,-0.01,-0.13,0.02
19941117,-0.25,0.13,-0.05,0.02
19941118,-0.46,0.12,-0.1,0.02
19941121,-0.43,0.03,0.11,0.02
19941122,-1.27,0.1,0.24,0.02
19941123,-0.64,-0.34,0.28,0.02
19941124,-0.26,-0.11,0.17,0.02
19941125,0.12,0.04,-0.11,0.02
19941128,0.28,-0.19,-0.29,0.02
19941129,0.17,-0.04,-0.26,0.02
19941130,0.35,-0.06,0.2,0.02
19941201,-0.68,0.13,0.13,0.02
19941202,-0.4,0.08,-0.01,0.02
19941205,0.63,-0.37,0.15,0.02
19941206,-0.09,-0.18,0.05,0.02
19941207,-0.35,-0.07,0.08,0.02
19941208,-1.04,-0.11,0.18,0.02
19941209,-0.44,-0.03,-0.03,0.02
19941212,-0.05,-0.08,-0.25,0.02
19941213,-0.13,-0.13,0.04,0.02
19941214,0.6,-0.26,-0.18,0.02
19941215,0.5,0.13,-0.14,0.02
19941216,0.23,-0.36,0.01,0.02
19941219,0.16,-0.19,0.11,0.02
19941220,0.23,-0.12,-0.05,0.02
19941221,-0.05,0.14,-0.27,0.02
19941222,0.81,-0.2,-0.31,0.02
19941223,0.01,0.19,-0.12,0.02
19941226,0.17,0,0.04,0.02
19941227,0.21,0.16,0.01,0.02
19941228,0.55,0.15,0.1,0.02
19941229,-0.31,0.36,-0.4,0.02
19941230,0.21,0.63,0.29,0.02
19950102,-0.33,0.09,-0.01,0.02
19950103,-0.3,-0.23,0.42,0.02
19950104,-0.23,0.11,0.18,0.02
19950105,-0.06,0.23,-0.07,0.02
19950106,-0.55,0.11,-0.05,0.02
19950109,0.5,0.02,0.11,0.02
19950110,0.01,-0.01,-0.12,0.02
19950111,-0.02,-0.19,-0.18,0.02
19950112,0.25,0.1,-0.04,0.02
19950113,0.09,-0.1,0.14,0.02
19950116,0.64,-0.34,0.16,0.02
19950117,-0.47,0.49,-0.27,0.02
19950118,-0.23,0.05,0.16,0.02
19950119,-0.26,0.23,0.15,0.02
19950120,-0.98,0.48,0.14,0.02
19950123,-1.91,0.82,0.22,0.02
19950124,0.59,-0.33,-0.09,0.02
19950125,0.39,-0.31,0.06,0.02
19950126,-0.02,-0.08,0.25,0.02
19950127,0.12,-0.11,0.03,0.02
19950130,1.14,-0.99,-0.58,0.02
19950131,-0.64,0.11,-0.34,0.02
19950201,0.43,-0.26,0.14,0.02
19950202,-0.01,0.18,-0.03,0.02
19950203,0.23,-0.39,0.03,0.02
19950206,0.68,-0.33,-0.1,0.02
19950207,-0.31,0.15,-0.05,0.02
19950208,-0.26,0.4,0.18,0.02
19950209,-0.01,0.23,-0.07,0.02
19950210,0.5,-0.17,-0.35,0.02
19950213,-0.14,0.22,0.02,0.02
19950214,-0.07,0.09,0.33,0.02
19950215,-0.01,0.24,0.04,0.02
19950216,0.04,0.01,-0.16,0.02
19950217,0.13,-0.25,0.25,0.02
19950220,-0.24,0.19,0.01,0.02
19950221,0.29,-0.32,0.1,0.02
19950222,0.03,-0.18,-0.06,0.02
19950223,0.22,0,0.11,0.02
19950224,-0.29,0.38,0,0.02
19950227,-1.64,0.61,0.06,0.02
19950228,1.06,-0.42,-0.13,0.02
19950301,-0.35,0.27,-0.05,0.02
19950302,1.21,-0.56,-0.17,0.02
19950303,0.68,-0.02,-0.36,0.02
19950306,0.24,-0.2,-0.02,0.02
19950307,0.49,0.02,-0.13,0.02
19950308,-1.26,0.32,-0.21,0.02
19950309,0.1,-0.07,-0.27,0.02
19950310,-0.15,-0.15,-0.22,0.02
19950313,0.14,-0.05,-0.24,0.02
19950314,0,-0.06,-0.02,0.02
19950315,1.06,-0.49,0.19,0.02
19950316,-0.48,0.04,-0.01,0.02
19950317,0.16,-0.16,-0.22,0.02
19950320,-0.36,0.04,-0.17,0.02
19950321,-0.06,-0.07,-0.01,0.02
19950322,-0.18,0.08,-0.02,0.02
19950323,-0.22,0.09,-0.08,0.02
19950324,-0.05,-0.17,0.22,0.02
19950327,0.88,-0.44,0.11,0.02
19950328,1.65,-0.9,-0.59,0.02
19950329,0.03,0.14,0.28,0.02
19950330,-0.33,-0.1,0.37,0.02
19950331,0.97,0.39,0.47,0.02
19950403,-0.97,0.68,-0.08,0.02
19950404,0.64,-0.82,0.29,0.02
19950405,0.38,-0.15,0.13,0.02
19950406,0.44,-0.2,0.28,0.02
19950407,0.29,-0.38,-0.05,0.02
19950410,0.04,-0.35,-0.49,0.02
19950411,0.31,0.08,-0.02,0.02
19950412,0.2,-0.06,0,0.02
19950413,0.6,0.04,0.07,0.02
19950414,-0.44,0.37,0.14,0.02
19950417,0.97,-0.38,0.19,0.02
19950418,0.16,-0.13,0.13,0.02
19950419,-0.63,-0.3,-0.23,0.02
19950420,-0.34,0.08,0.06,0.02
19950421,1.18,-0.5,0.17,0.02
19950424,-0.17,0.27,-0.05,0.02
19950425,0.82,-0.28,0.08,0.02
19950426,-0.69,0.56,-0.08,0.02
19950427,0.09,0.01,-0.26,0.02
19950428,-0.23,0.22,-0.08,0.02
19950501,0.27,-0.1,-0.08,0.02
19950502,0.71,-0.4,-0.09,0.02
19950503,0.49,-0.31,-0.1,0.02
19950504,0.04,-0.15,0.3,0.02
19950505,-0.24,0.12,0.19,0.02
19950508,0.72,-0.21,0.03,0.02
19950509,-0.24,-0.08,0.23,0.02
19950510,-0.22,0.26,-0.09,0.02
19950511,-1.41,0.62,-0.57,0.02
19950512,-0.23,0.21,-0.04,0.02
19950515,0.49,-0.15,0.34,0.02
19950516,-0.44,0.33,0.02,0.02
19950517,-0.11,0.1,-0.18,0.02
19950518,-0.69,0.39,0.27,0.02
19950519,-0.7,0.29,-0.09,0.02
19950522,-0.09,0.12,0.03,0.02
19950523,0.47,-0.37,-0.23,0.02
19950524,0.41,-0.32,0.16,0.02
19950525,1.12,-0.14,0.17,0.02
19950526,0.39,-0.07,0.27,0.02
19950529,-0.36,0.07,0.03,0.02
19950530,0.01,-0.34,0.29,0.02
19950531,-0.49,-0.07,-0.33,0.02
19950601,0.5,-0.04,0.06,0.02
19950602,0.47,-0.2,0.11,0.02
19950605,0.23,0,-0.24,0.02
19950606,-0.31,0.3,0.14,0.02
19950607,-0.39,0.19,-0.27,0.02
19950608,-0.18,0.54,-0.1,0.02
19950609,-0.9,0.72,-0.16,0.02
19950612,-0.15,0.02,-0.17,0.02
19950613,-0.2,-0.08,-0.1,0.02
19950614,0.41,-0.07,-0.15,0.02
19950615,0.21,-0.23,-0.11,0.02
19950616,0.07,0.29,-0.27,0.02
19950619,0.56,-0.33,-0.11,0.02
19950620,-0.02,0.2,0.11,0.02
19950621,0.59,-0.33,-0.06,0.02
19950622,0.16,-0.3,-0.15,0.02
19950623,0.51,-0.11,0.11,0.02
19950626,-0.75,0.19,0.52,0.02
19950627,-0.51,0.22,0.13,0.02
19950628,-0.87,0.35,-0.03,0.02
19950629,0.57,0.23,-0.06,0.02
19950630,0,0.48,-0.09,0.02
19950703,0.12,-0.3,-0.07,0.02
19950704,0.38,-0.26,-0.02,0.02
19950705,0.39,0.08,-0.04,0.02
